time,.y.,group1,group2,n1,n2,statistic,p,p.adj,p.adj.signif
30,val,1,2,14,14,-3.87397390328431,1.0707488389376952e-4,0.001326223639611088,**
30,val,1,3,14,14,-2.9325982447862224,0.0033613855303687573,0.016806927651843787,*
30,val,1,4,14,14,-1.371386761762646,0.17025442203138563,0.25538163304707845,ns
30,val,1,5,14,14,-2.064828090450537,0.03893926897953057,0.09734817244882642,ns
30,val,1,6,14,14,-3.750006738379212,1.7682981861481172e-4,0.001326223639611088,**
30,val,2,3,14,14,0.9413756584980876,0.34651238310587174,0.4725168860534614,ns
30,val,2,4,14,14,2.502587141521664,0.012328927038374767,0.046233476393905376,*
30,val,2,5,14,14,1.809145812833773,0.07042835334890377,0.15091790003336522,ns
30,val,2,6,14,14,0.12396716490509786,0.9013412730889789,0.9013412730889789,ns
30,val,3,4,14,14,1.5612114830235764,0.11847386050774111,0.19745643417956854,ns
30,val,3,5,14,14,0.8677701543356854,0.38552017178712017,0.47734041165426727,ns
30,val,3,6,14,14,-0.8174084935929897,0.41369502343369835,0.47734041165426727,ns
30,val,4,5,14,14,-0.693441328687891,0.48803263359266286,0.5228921074207102,ns
30,val,4,6,14,14,-2.3786199766165663,0.017377580841100228,0.05213274252330068,ns
30,val,5,6,14,14,-1.6851786479286752,0.09195410931636516,0.17241395496818468,ns
60,val,1,2,14,14,-6.016464236580059,1.7826785978371333e-9,2.6740178967556998e-8,****
60,val,1,3,14,14,-3.2271182930271665,0.001250437534160144,0.002679509001771737,**
60,val,1,4,14,14,-1.9796608016049007,0.047741655947363563,0.06812981459364985,ns
60,val,1,5,14,14,-1.2668279493636063,0.20521681602170228,0.24488053559141104,ns
60,val,1,6,14,14,-5.431476406751605,5.588970611156953e-8,4.191727958367715e-7,****
60,val,2,3,14,14,2.7893459435528922,0.005281461665531194,0.009902740622870988,**
60,val,2,4,14,14,4.036803434975158,5.4184430617010286e-5,1.6255329185103085e-4,***
60,val,2,5,14,14,4.749636287216453,2.037828239426294e-6,1.0189141197131471e-5,****
60,val,2,6,14,14,0.584987829828454,0.5585559000002804,0.5585559000002804,ns
60,val,3,4,14,14,1.2474574914222658,0.21222979751255625,0.24488053559141104,ns
60,val,3,5,14,14,1.9602903436635601,0.04996186403534323,0.06812981459364985,ns
60,val,3,6,14,14,-2.2043581137244384,0.027499168956626248,0.045831948261043746,*
60,val,4,5,14,14,0.7128328522412944,0.4759491940539408,0.5099455650577938,ns
60,val,4,6,14,14,-3.451815605146704,5.568281213658978e-4,0.0013920703034147445,**
60,val,5,6,14,14,-4.164648457387998,3.1183266721163855e-5,1.1693725020436445e-4,***
90,val,1,2,14,14,-6.620654920046212,3.576109086160085e-11,5.364163629240128e-10,****
90,val,1,3,14,14,-2.4948518247570273,0.012600973783016382,0.022908305743353296,*
90,val,1,4,14,14,-1.5573453937147907,0.11938850337050878,0.149235629213136,ns
90,val,1,5,14,14,-1.7316751019664463,0.0833314260910522,0.12499713913657828,ns
90,val,1,6,14,14,-4.958711701380428,7.096218220353447e-7,3.5481091101767234e-6,****
90,val,2,3,14,14,4.125803095289184,3.694432643552939e-5,1.1083297930658816e-4,***
90,val,2,4,14,14,5.0633095263314205,4.1204004315339483e-7,3.0903003236504615e-6,****
90,val,2,5,14,14,4.888979818079765,1.013598853925581e-6,3.8009957022209286e-6,****
90,val,2,6,14,14,1.6619432186657839,0.09652415999211338,0.13162385453470005,ns
90,val,3,4,14,14,0.9375064310422365,0.3484981172647402,0.4021132122285464,ns
90,val,3,5,14,14,0.7631767227905812,0.44535800888301175,0.4771692952317983,ns
90,val,3,6,14,14,-2.4638598766234,0.013744983446011978,0.022908305743353296,*
90,val,4,5,14,14,-0.1743297082516553,0.861606352893818,0.861606352893818,ns
90,val,4,6,14,14,-3.4013663076656364,6.704991603386701e-4,0.0016762479008466753,**
90,val,5,6,14,14,-3.227036599413981,0.0012507946018359244,0.0026802741467912665,**
120,val,1,2,14,14,-6.283617484093011,3.307840197824145e-10,4.961760296736218e-9,****
120,val,1,3,14,14,-2.057090557369537,0.03967751584411097,0.05951627376616646,ns
120,val,1,4,14,14,-0.6430829237727737,0.5201702941908803,0.5573253152045147,ns
120,val,1,5,14,14,-2.2004283174875643,0.027776520564118157,0.05951627376616646,ns
120,val,1,6,14,14,-4.156795043422811,3.227432861787305e-5,1.2102873231702394e-4,***
120,val,2,3,14,14,4.226526926723473,2.3732588410110565e-5,1.1866294205055282e-4,***
120,val,2,4,14,14,5.640534560320236,1.6952303718256476e-8,1.2714227788692358e-7,****
120,val,2,5,14,14,4.083189166605445,4.4421833771882286e-5,1.3326550131564685e-4,***
120,val,2,6,14,14,2.1268224406701988,0.03343483901634088,0.05951627376616646,ns
120,val,3,4,14,14,1.414007633596763,0.1573596611636509,0.18156883980421257,ns
120,val,3,5,14,14,-0.14333776011802776,0.8860234354551446,0.8860234354551446,ns
120,val,3,6,14,14,-2.099704486053274,0.03575484472514654,0.05951627376616646,ns
120,val,4,5,14,14,-1.5573453937147907,0.11938850337050878,0.149235629213136,ns
120,val,4,6,14,14,-3.5137121196500374,4.4189143752339244e-4,0.001104728593808481,**
120,val,5,6,14,14,-1.9563667259352466,0.050421968949553364,0.06875723038575458,ns
