time,.y.,group1,group2,n1,n2,statistic,p,p.adj,p.adj.signif
90,val,1,2,14,14,0.3796379104444472,0.7042142155244782,0.7545152309190837,ns
90,val,1,3,14,14,0.49585359731519607,0.6199977068667151,0.7153819694615943,ns
90,val,1,4,14,14,1.2318862808299398,0.2179915668948203,0.40873418792778804,ns
90,val,1,5,14,14,2.1926026256281324,0.028336021794311852,0.10626008172866945,ns
90,val,1,6,14,14,3.2307960950068235,0.0012344597024397743,0.018516895536596616,*
90,val,2,3,14,14,0.11621568687074882,0.907481604668685,0.907481604668685,ns
90,val,2,4,14,14,0.8522483703854926,0.39407625503689836,0.5373767114139523,ns
90,val,2,5,14,14,1.812964715183685,0.06983726365897822,0.17459315914744555,ns
90,val,2,6,14,14,2.8511581845623764,0.004356029294279318,0.031195587061287996,*
90,val,3,4,14,14,0.7360326835147438,0.4617108077423661,0.5771385096779577,ns
90,val,3,5,14,14,1.6967490283129363,0.08974411910692517,0.1923088266576968,ns
90,val,3,6,14,14,2.7349424976916272,0.006239117412257599,0.031195587061287996,*
90,val,4,5,14,14,0.9607163447981925,0.3366948106726121,0.5050422160089181,ns
90,val,4,6,14,14,1.9989098141768835,0.04561811267594606,0.13685433802783817,ns
90,val,5,6,14,14,1.0381934693786912,0.2991799924415202,0.498633320735867,ns
