groups,0,30,60,90,120
1,73.34782608695652,82.89855080000001,76.08695652173914,87.930434851304355,96.07826079391305
1,71.9304347826087,70.43478260869566,79.6304347826087,68.47826086956522,62.60869565217392
1,102.2577391304348,86.69652173913043,87.22693913043479,87.98608695652173,107.30598260869564
1,108.4695652173913,124.17391304347825,106.09565217391304,80.95652173913044,98.12173913043479
1,133.4121739130435,114.58434782608695,100.90782608695653,105.20956521739132,107.82608695652175
1,98.08695648000001,97.60000008,96.75594195095653,100.17391304347827,98.85217391304347
1,324.2859525808696,107.13130434782609,76.4666677,93.75941895043479,70.0689866373913
1,84.35756521739131,91.36565217391306,95.05434782608697,99.1304347826087,103.83008695652174
1,116.67634782608695,101.95069565217392,112.8644347826087,103.04347826086958,102.18208695652174
1,71.26416789417391,105.26666671243478,110.133333294,113.92753626443479,99.7101449026087
1,29.114608695652176,93.74217391304349,95.33217391304349,89.94956521739132,98.52173913043478
1,117.32000000000002,125.1,107.37391304347827,96.91565217391306,99.9008695652174
1,145.4608695652174,142.43478260869566,128.2521739130435,133.65217391304347,144.62608695652173
1,103.47826086956522,120.9422347826087,112.51873043478261,122.81713043478261,105.27182608695654
2,5.51304347826087,110.3826086956522,99.01449274956522,103.10507249260868,96.83478260452175
2,97.46086956521741,102.9617391304348,110.00000000000001,106.17391304347827,89.33913043478262
2,126.37565217391305,112.3304347826087,134.87304347826085,111.67565217391305,108.85539130434783
2,85.21739130434783,98.08695652173914,85.86956521739131,92.60869565217392,91.57826086956523
2,74.29106086956523,98.50434782608697,71.82198260869566,96.00245217391306,104.52771391304348
2,120.13729982608697,78.03478266443479,70.68985508333914,83.73913043478262,81.62956521302608
2,102.92391304347827,114.60869565217394,103.94202930434784,105.44347826086957,88.78840548000001
2,92.55026086956522,973.593043478261,921.304347826087,93.6,103.30434782608697
2,272.73600000000005,368.13913043478266,101.8768695652174,107.26956521739132,105.51130434782608
2,99.55555557286955,100.94782608286957,99.44927538347827,89.21739130434783,102.92753622800001
2,70.89391304347828,80.42452173913044,72.00869565217393,67.04234782608695,66.53565217391305
2,85.21739130434783,98.08695652173914,85.86956521739131,92.60869565217392,91.57826086956523
2,169.92695652173916,206.78695652173914,107.28260869565217,131.98434782608697,159.60782608695655
2,52.66956521739131,62.33737391304348,379.98260869565223,203.30416521739133,136.40222608695655
3,103.23478260869567,97.60000000000001,115.0144928973913,96.62608695652173,99.21159431826086
3,59.91652173913044,65.88000000000001,48.93652173913044,68.09565217391305,70.25304347826088
3,161.33634782608698,144.82695652173916,163.01478260869567,150.33652173913046,121.3121739130435
3,125.72608695652175,111.91304347826089,95.8744347826087,104.69565217391305,88.07478260869566
3,122.89391304347828,512.0660869565218,104.36869565217393,113.04347826086958,117.0721739130435
3,139.48717952,110.86956521739131,105.36811592556522,101.01449277739133,130.57971016956523
3,49.87730486956523,162.57391304347829,109.70434782608696,77.32463809913042,138.66666736
3,115.43594782608699,116.66956521739131,131.2511652173913,98.95794782608695,105.68434782608696
3,192.80026086956522,239.3121739130435,225.00000000000003,133.56521739130434,120.52173913043478
3,106.31055904486958,105.91304346313045,108.26811593717393,103.76347824907828,102.19130432817391
3,76.77391304347827,69.59391304347827,72.94695652173914,70.84260869565217,10.043478260869566
3,101.77826086956523,111.91304347826089,95.83391304347828,104.69565217391305,88.07478260869566
3,113.15652173913044,114.22782608695653,117.60000000000002,113.61652173913043,114.66000000000001
3,68.9113043478261,112.44156521739133,81.79243478260871,97.59947826086956,101.39130434782611
4,108.05565217391306,107.41333329800001,118.03420292713044,108.31710142069566,119.28579713495652
4,129.44521739130434,140.93391304347827,141.49565217391302,130.88695652173914,148.52173913043478
4,136.13043478260872,153.33043478260873,142.17026086956523,121.68191304347827,126.43826086956523
