groups,0,30,60,90,120
1,1.2310344827586206,1.3844827598793104,1.2817241379310345,1.596321840327586,1.569252872327586
1,1.0596413793103447,0.9879310344827587,1.1322,0.853448275862069,0.6882758620689656
1,2.253793103448276,1.9986206896551721,1.7691034482758619,1.7503448275862068,1.7831172413793102
1,1.2368275862068965,1.2542068965517241,1.4108620689655171,1.1137931034482758,1.4721379310344829
1,1.4210482758620688,1.3760999999999999,1.4199413793103448,1.7056,1.6844827586206896
1,1.3148725631586207,1.4471724149793104,1.5108045964827588,1.6541379310344828,1.796103448275862
1,5.417307682344828,1.366344827586207,0.8361149538275863,0.8383907926206897,0.5558620779310345
1,1.125793103448276,1.5541034482758622,1.6786379310344826,1.4827586206896552,1.496
1,2.299474137931034,1.8987420689655174,2.3642603448275863,1.596551724137931,1.3923527586206896
1,1.3965279424965518,2.130804598627586,2.577931033562069,3.1781609204482764,3.1770114934586204
1,0.2133103448275862,0.7849655172413793,0.7344827586206897,0.753793103448276,0.8367586206896551
1,1.2338827586206895,1.2452482758620689,1.4108620689655171,1.1225862068965518,1.4919551724137932
1,2.431586206896552,2.2986206896551726,1.6280689655172413,2.21,2.678896551724138
1,1.936206896551724,2.3019206896551725,1.924851724137931,2.137655172413793,1.834137931034483
2,0.6972413793103449,2.0558620689655176,2.5521839079413793,2.4655172420689655,2.1333333332413793
2,1.6860310344827587,2.5840137931034484,4.163793103448276,3.406551724137931,3.107965517241379
2,4.009655172413793,4.158620689655172,3.93,3.2151724137931033,2.5436896551724137
2,1.1163793103448276,1.9820689655172412,1.4029310344827588,2.115310344827586,2.0141379310344827
2,1.4961448275862068,2.4517241379310346,1.9309241379310347,2.463165517241379,2.4972172413793103
2,1.9453266796551723,1.3871264377724137,1.4419540232103447,1.6344827586206896,1.655057471175862
2,0.6426293103448275,1.7310344827586206,2.060919546551724,1.8905172413793103,0.991264364275862
2,1.2532344827586206,1.9431,1.686206896551724,1.6813793103448276,1.8093103448275865
2,3.644317241379311,4.743103448275862,4.629103448275862,3.881586206896552,3.018506896551724
2,2.7318007667586204,3.8895402297275856,3.457471265103448,2.560344827586207,2.924137930924138
2,2.575551724137931,5.153586206896551,5.07,3.5691724137931033,3.1198275862068967
2,1.1163793103448276,1.9820689655172412,2.2201724137931036,2.115310344827586,2.0141379310344827
2,2.0620689655172413,3.293793103448276,3.267310344827586,2.765862068965517,2.2086206896551723
2,1.7689655172413794,2.588044827586207,2.8344827586206898,2.6964724137931033,2.2863413793103446
3,0.9404137931034484,0.8137241379310346,0.8744827597137932,0.8739310344827587,1.1130574725586206
3,0.8275034482758621,0.5767655172413794,0.9725896551724138,1.040551724137931,1.322093103448276
3,4.432862068965517,5.505172413793104,5.572068965517242,4.860206896551724,4.245517241379311
3,1.8856551724137933,2.8420689655172415,3.3584137931034483,3.94051724137931,3.613965517241379
3,3.769820689655172,4.110341379310345,3.742127586206897,3.896551724137931,4.233424137931034
3,2.7957559688275864,3.7293103448275864,3.7149425281551722,3.4928160927758625,4.575057472127586
3,0.6487345948275862,2.6731034482758624,2.667586206896552,1.941436792103448,2.144827596931034
3,1.5993689655172414,3.0344827586206895,4.148389655172414,3.114558620689655,3.850689655172414
3,3.0006296551724136,3.071162068965517,3.375,3.2648275862068963,3.36
3,2.0943349761310346,2.5505747122793103,2.8195402297586205,2.923218390472414,3.143908045372414
3,0.8910000000000001,1.5063448275862068,1.5576206896551723,1.5522068965517242,0.253
3,1.5264827586206897,2.8420689655172415,3.3584137931034483,3.94051724137931,3.613965517241379
3,2.2094827586206898,2.8383793103448274,3.1311724137931036,3.361551724137931,3.881172413793103
3,0.7738241379310344,2.2294448275862067,1.4700724137931036,2.1265517241379306,2.2948275862068965
