groups,0,30,60,90,120
1,-0.8810344827586206,-1.0178160928793103,-0.9317241379310345,-1.1696551733275862,-1.145919539327586
1,-0.7076413793103448,-0.6879310344827587,-0.7992000000000001,-0.603448275862069,-0.4882758620689656
1,-1.3937931034482762,-1.2986206896551722,-1.186103448275862,-1.1503448275862067,-1.2161172413793102
1,-0.8168275862068965,-0.8342068965517242,-0.9208620689655171,-0.7337931034482758,-0.9521379310344829
1,-0.9750482758620689,-0.9590999999999998,-0.9869413793103448,-1.1726,-1.1844827586206896
1,-0.9061769111586206,-1.0405057479793105,-1.0974712634827588,-1.2041379310344829,-1.306103448275862
1,-3.744230762344828,-0.9763448275862069,-0.5894482838275863,-0.6050574626206897,-0.3491954079310345
1,-0.7017931034482761,-1.011103448275862,-1.0956379310344826,-0.9827586206896552,-1.0030000000000001
1,-1.4911741379310341,-1.3154420689655173,-1.6309603448275865,-1.096551724137931,-0.9756527586206896
1,-0.7597463334965517,-1.3641379316275861,-1.644597700562069,-2.0114942534482765,-1.8436781604586205
1,-0.1533103448275862,-0.5749655172413793,-0.5344827586206897,-0.5537931034482759,-0.6167586206896551
1,-0.8148827586206895,-0.8282482758620688,-0.9208620689655171,-0.7395862068965517,-0.9649551724137931
1,-1.751586206896552,-1.6986206896551725,-1.1980689655172414,-1.63,-1.958896551724138
1,-1.436206896551724,-1.6889206896551725,-1.4178517241379311,-1.5076551724137932,-1.294137931034483
2,-0.4972413793103449,-0.9558620689655175,5.58114942505862,9.451149427931034,5.599999999758621
2,-1.2190310344827586,-1.7730137931034484,1.5862068965517242,7.693448275862069,1.5620344827586208
2,-2.209655172413793,1.841379310344828,9.17,7.884827586206896,1.1263103448275862
2,-0.8663793103448276,-1.3820689655172411,2.5470689655172416,6.4046896551724135,6.8358620689655165
2,-0.41414482758620674,0.5482758620689654,3.9020758620689655,6.578834482758621,6.6697827586206895
2,-1.1777828196551723,-0.9204597707724138,0.7247126437896552,4.36551724137931,4.578275861824138
2,-0.4301293103448275,0.2689655172413794,8.805747153448277,8.85948275862069,-0.05793103427586199
2,-0.8872344827586206,1.7398999999999998,6.4637931034482765,7.5186206896551715,8.090689655172413
2,-2.5079172413793107,-2.643103448275862,5.5408965517241375,11.538413793103448,5.648493103448276
2,-0.17624521075862054,4.3437931032724135,12.209195404896551,10.939655172413794,5.909195402075863
2,-1.2855517241379308,5.676413793103449,11.829999999999998,9.700827586206897,2.0501724137931032
2,-0.8663793103448276,-1.3820689655172411,1.7298275862068966,6.4046896551724135,6.8358620689655165
