groups,0,30,60,90,120
1,99.52282157676349,99.5576923076923,99.54,99.51476793248945,99.55938697318007
1,99.51063829787233,99.57407407407408,99.58181818181819,99.63492063492063,99.68055555555556
1,99.15898786017259,99.19258583163658,99.33162850168546,99.31807400379508,99.47160448446976
1,99.6127946127946,99.66176470588235,99.53815261044177,99.53061224489797,99.47004608294932
1,99.66569767441861,99.63607594936708,99.57089552238806,99.49339207048457,99.53629032258065
1,99.58333333333333,99.58333333333333,99.57280832095095,99.55078125,99.50431034482759
1,99.48407357559442,99.63596074707185,99.6774193548387,99.75113611772345,99.705052577584
1,99.4973776223776,99.40568475452194,99.38666666666667,99.49561403508771,99.5251857968621
1,99.30722891566265,99.42786069651741,99.35028248587571,99.51476793248945,99.59219858156028
1,99.10644910644912,99.27169094363522,99.15254237288136,98.9759572573464,98.66279069767442
1,99.7939178897192,99.77598129930847,99.79020723876239,99.7776531776261,99.7766990291262
1,99.64285714285714,99.66666666666667,99.5436507936508,99.60481099656359,99.47247706422019
1,99.53252032520324,99.57875457875458,99.66472303206996,99.56603773584905,99.5021645021645
1,99.51680672268908,99.49314645863635,99.54940835357729,99.48704224095633,99.48704224095633
2,96.37223974763407,99.00346620450607,91.78571428571429,88.44221105527639,92.01388888888889
2,99.52083333333334,99.2123287671233,94.77272727272728,89.54545454545456,94.77272727272728
2,98.57567500619272,94.65861588481188,90.28716216216216,90.06050129645637,96.62855467604808
2,99.70663265306122,99.38829787234043,95.39999999999999,90.8,90.33613445378153
2,98.54356636271531,96.95444915254238,91.87853107344633,90.58149058149058,91.23007702280181
2,99.36111111111111,99.40197607904317,96.93496801705756,92.83489096573209,92.36387782204515
2,99.79353680430879,98.25493171471928,89.54545454545455,89.80496453900709,98.94881170018282
2,99.60453920220083,99.6217105263158,99.11538461538461,90.17094017094017,90.41666666666666
2,99.58333333333334,99.42956349206348,90.01736111111111,85.625,91.78571428571428
2,97.43303571428571,91.84397163120568,84.24657534246576,84.86842105263158,91.4179104477612
2,98.18037974683543,86.53395784543326,76.53061224489797,80.2065404475043,92.22972972972973
2,99.70663265306122,99.38829787234043,95.39999999999999,90.8,90.33613445378153
2,99.69398616285258,99.03765690376568,90.79999999999998,95.32520325203252,98.85343968095712
2,98.86082218920258,98.663722983964675,98.4209803652341,94.42559379544352,95.84537572254335
3,99.72877358490565,99.76434426229507,99.76814516129032,99.75161987041038,99.7110552763819
3,99.55938697318007,99.72222222222221,99.31952662721895,99.39790575916231,99.33526011560694
3,98.64258734655336,92.88806431663575,93.06811332127788,96.6275659824047,97.77433713953938
3,99.49891067538127,98.83838383838385,97.56973795435333,98.32848837209302,98.26283987915409
3,99.0495867768595,99.69086021505376,98.40277777777779,98.89423076923077,98.86138613861387
3,99.37499999999999,98.64705882352942,97.97535211267606,98.59756097560975,98.6470588235294
3,99.65235792019347,99.53252032520327,99.2707672796449,99.20249653259361,99.51923076923076
3,99.61103970777245,99.14287843780278,98.92039053698836,98.90559573658166,98.76992191678254
3,99.51882845188285,99.09448818897638,99,99.10156250000001,98.83838383838383
3,99.26092544987148,97.79693486590038,93.13432835820896,97.17305801376597,98.30383480825958
3,99.64831804281346,97.65784114052954,90.17094017094017,95.52529182879377,98.90476190476191
3,99.49891067538125,98.83838383838385,97.56871035940803,98.32848837209302,98.26283987915409
3,99.51394759087067,99.32590855803049,99.21768707482993,99.14625092798812,98.97959183673468
3,99.44711538461539,96.85792349726776,91.72661870503597,93.68131868131867,98.91509433962266
4,99.4817485353763,99.0566037735849,98.83367139959432,98.83367139959432,99.00519031141869
4,99.66472303206997,99.5863309352518,99.2013888888889,98.91509433962266,99.17857142857143
4,99.26541041200895,98.56519026824705,98.92382556616133,99.24639580602884,99.28819014607575
4,99.25758553905744,98.67511520737328,98.6111111111111,98.95927601809954,99.19298245614034
4,99.64939024390245,99.44976076555024,98.63095238095238,98.96396396396398,99.0873015873016
4,99.50431034482759,99.37837837837839,99.4700460829493,99.00862068965517,99.00862068965517
4,99.4186046511628,97.53747323340471,96.50455927051672,97.91666666666666,98.36647727272728
4,99.01709401709402,98.88349514563107,98.84422110552765,91.60583941605839,99.42211055276381
4,99.60344827586206,99.51476793248945,99.15441176470588,99.37158469945354,99.47963800904978
4,99.0596892886345,98.91917293233082,97.7495107632094,98.31130690161528,98.8253319713994
4,99.65088038858529,99.59478505990134,99.61161769672408,98.66898148148148,96.76966292134831
4,99.25758553905744,98.67511520737328,98.6111111111111,98.95927601809954,99.19298245614034
4,98.8418932527694,99.1015625,98.09602649006622,98.71937639198217,99.08730158730158
4,99.43627450980392,99.38172043010753,98.59738992560068,98.5906862745098,98.71148459383753
5,99.58090379008748,99.28125,99.63329081632652,98.36647727272727,98.10855263157895
5,99.84116022099448,99.8472775564409,99.79014598540147,99.79241877256317,99.78821362799263
5,99.63141025641025,99.71249999999999,99.60884353741497,99.50854700854701,99.425
5,98.68721461187215,99.14814814814815,99.11265432098766,98.91098484848484,97.4780701754386
5,99.60069444444444,99.15441176470588,98.72222222222223,98.72222222222223,98.72222222222221
5,99.41919191919192,99.47247706422019,99.43627450980394,99.31547619047619,98.89423076923077
5,99.6957671957672,99.69576719576719,99.47963800904976,99.4675925925926,99.60750853242321
5,99.29852385018911,99.06045751633987,99.16787264833575,99.26470588235294,98.94881170018282
5,99.36111111111111,99.46511627906976,99.46511627906976,99.32748538011695,99.07258064516128
5,99.1281273692191,93.03030303030303,97.90528233151184,95,91.22137404580153
5,99.65088038858529,99.59478505990134,99.44201843765161,98.66898148148148,96.76966292134831
5,98.68721461187215,99.14814814814815,99.11265432098766,98.91098484848484,97.4780701754386
5,99.54,99.69333333333333,99.65875370919882,99.60207612456747,99.27672955974845
5,99.07519099316445,99.18091168091168,99.27854454203263,98.91406987724268,98.82202304737517
6,99.41535332994408,99.42729083665338,92.4342105263158,97.8624535315985,99.45652173913044
6,98.97321428571429,98.54060913705584,92.62820512820512,94.36274509803921,98.64066193853428
6,99.43627450980392,98.621103117506,92.58064516129033,93.39080459770115,96.88346883468836
6,99.35393258426967,97.86641929499072,86.3095238095238,91.72661870503599,97.75390625
6,99.73563218390805,99.15003695491501,93.85847797062749,96.52042360060514,99.41326530612245
6,99.26751592356688,95.57692307692308,91.15384615384616,98.14516129032258,98.35714285714285
6,99.19014084507042,99.37158469945356,98.6144578313253,99.19014084507042,99.29447852760737
6,99.51271186440677,99.27215189873417,96.00694444444444,96.56716417910448,99.02542372881356
6,99.55426356589147,99.44174757281553,95.54263565891473,96.90860215053763,99.47727272727272
6,99.59649122807018,99.3134328358209,94.65116279069768,96.71428571428572,99.33908045977012
6,99.88178453947368,99.8989010989011,99.61461126005362,98.74414388834893,99.66275659824046
6,99.35393258426967,97.86641929499072,86.3095238095238,91.72661870503599,97.75390625
6,99.65568862275448,98.09602649006624,91.41791044776119,95.80291970802921,99.15441176470588
6,99.38764643237488,98.97686832740214,93.13022700119474,91.48148148148148,98.53128991060026
