time,.y.,group1,group2,n1,n2,statistic,p,p.adj,p.adj.signif
30,val,1,2,14,14,2.1265270630302853,0.03345939831589401,0.07169871067691573,ns
30,val,1,3,14,14,1.1701730273713264,0.24193134498926896,0.36289701748390346,ns
30,val,1,4,14,14,4.793433032388192,1.6395120409205677e-6,2.4592680613808515e-5,****
30,val,1,5,14,14,2.2548184580577058,0.024144726208350644,0.06036181552087661,ns
30,val,1,6,14,14,0.8513883488183409,0.3945536617841037,0.4552542251355043,ns
30,val,2,3,14,14,-0.9563540356589588,0.338893398513507,0.42361674814188377,ns
30,val,2,4,14,14,2.6669059693579067,0.007655308694878409,0.028707407605794034,*
30,val,2,5,14,14,0.12829139502742065,0.8979183746082257,0.8979183746082257,ns
30,val,2,6,14,14,-1.2751387142119444,0.20226014864535355,0.33710024774225594,ns
30,val,3,4,14,14,3.6232600050168657,2.909131278774054e-4,0.001454565639387027,**
30,val,3,5,14,14,1.0846454306863795,0.2780787253891502,0.3791982618942957,ns
30,val,3,6,14,14,-0.3187846785529855,0.7498897973504837,0.8034533543040896,ns
30,val,4,5,14,14,-2.538614574330486,0.01112923550984483,0.03338770652953449,*
30,val,4,6,14,14,-3.942044683569851,8.078992025627779e-5,6.059244019220834e-4,***
30,val,5,6,14,14,-1.403430109239365,0.16048861970207817,0.3009161619413966,ns
60,val,1,2,14,14,2.5445528384240785,0.010941775614622173,0.023446662031333228,*
60,val,1,3,14,14,0.560268514882366,0.5752962997300446,0.619234969643967,ns
60,val,1,4,14,14,5.532651584463364,3.154256398225381e-8,2.365692298669036e-7,****
60,val,1,5,14,14,-0.3073695324701871,0.7585621160158105,0.7585621160158105,ns
60,val,1,6,14,14,1.988175077117285,0.04679233035842015,0.0708362291636783,ns
60,val,2,3,14,14,-1.9842843235417127,0.04722415277578553,0.0708362291636783,ns
60,val,2,4,14,14,2.988098746039286,0.00280718840501352,0.00842156521504056,**
60,val,2,5,14,14,-2.8519223708942656,0.0043455711660980115,0.010863927915245028,*
60,val,2,6,14,14,-0.5563777613067937,0.5779526383343692,0.619234969643967,ns
60,val,3,4,14,14,4.972383069580998,6.613486122443615e-7,3.3067430612218073e-6,****
60,val,3,5,14,14,-0.867638047352553,0.3855925109400195,0.4819906386750244,ns
60,val,3,6,14,14,1.427906562234919,0.15331875455852081,0.20907102894343746,ns
60,val,4,5,14,14,-5.840021116933552,5.219420606204515e-9,7.829130909306772e-8,****
60,val,4,6,14,14,-3.5444765073460793,3.9339356090581135e-4,0.0014752258533967926,**
60,val,5,6,14,14,2.295544609587472,0.021701932959284197,0.04069112429865787,*
90,val,1,2,14,14,1.7383946682269449,0.08214129553609634,0.10614715353880448,ns
90,val,1,3,14,14,-0.1788952007571352,0.8580199912391414,0.9193071334705086,ns
90,val,1,4,14,14,4.857393603166564,1.1894101167426576e-6,5.947050583713288e-6,****
90,val,1,5,14,14,-1.7228385638132806,0.08491772283104358,0.10614715353880448,ns
90,val,1,6,14,14,1.8161751902952648,0.06934350256227931,0.10401525384341896,ns
90,val,2,3,14,14,-1.91728986898408,0.05520111628186488,0.09200186046977481,ns
90,val,2,4,14,14,3.1189989349396186,0.0018146661725218594,0.004536665431304649,**
90,val,2,5,14,14,-3.4612332320402257,5.377067431212875e-4,0.0016131202293638625,**
90,val,2,6,14,14,0.07778052206831979,0.9380026406403887,0.9380026406403887,ns
90,val,3,4,14,14,5.036288803923699,4.7464426235675415e-7,3.559831967675656e-6,****
90,val,3,5,14,14,-1.5439433630561454,0.12260205387299619,0.14146390831499558,ns
90,val,3,6,14,14,1.9950703910524,0.04603520314646026,0.08631600589961298,ns
90,val,4,5,14,14,-6.580232166979844,4.697142368329162e-11,7.045713552493743e-10,****
90,val,4,6,14,14,-3.0412184128712987,0.0023562284278533904,0.005049060916828694,**
90,val,5,6,14,14,3.539013754108545,4.0162492636359434e-4,0.0015060934738634789,**
120,val,1,2,14,14,1.270815164571903,0.20379441255343442,0.27790147166377416,ns
120,val,1,3,14,14,-0.7445573510221886,0.4565393586241643,0.48914931281160456,ns
120,val,1,4,14,14,4.108709151714068,3.9787677649870724e-5,1.9509424212578685e-4,***
120,val,1,5,14,14,-2.545528535170101,0.010911244551053483,0.02045858353322528,*
120,val,1,6,14,14,0.06237129642070669,0.9502671525804397,0.9502671525804397,ns
120,val,2,3,14,14,-2.0153725155940916,0.04386563198596998,0.0731093866432833,ns
120,val,2,4,14,14,2.8378939871421656,0.004541226283651082,0.011353065709127707,*
120,val,2,5,14,14,-3.8163436997420037,1.3544380547744766e-4,4.06331416432343e-4,***
120,val,2,6,14,14,-1.2084438681511962,0.22687657455804408,0.2835957181975551,ns
120,val,3,4,14,14,4.853266502736257,1.2144431266499668e-6,9.108323449874752e-6,****
120,val,3,5,14,14,-1.8009711841479126,0.07170742192565006,0.1075611328884751,ns
120,val,3,6,14,14,0.8069286474428953,0.41970759293419246,0.4842779918471451,ns
120,val,4,5,14,14,-6.65423768688417,2.847721483541355e-11,4.2715822253120326e-10,****
120,val,4,6,14,14,-4.046337855293362,5.202513123354316e-5,1.9509424212578685e-4,***
120,val,5,6,14,14,2.607899831590808,0.00910996085440522,0.019521344688011186,*
